N,P,K,temperature,humidity,ph,rainfall,label,yield,fertilizer
35.09165278319015,35.33048299786032,17.165951654073446,27.104697830508375,56.54500124872825,4.487279170572107,20,mothbeans,31.644776559682956,Urea
18.33190751583772,60.93536691905473,16.87460035358067,29.89023751993456,85.57254014815038,6.95069862523829,20,mungbean,26.791044114116012,Urea
31.51343707778194,121.08891148752319,140,42.32449078031576,88.39527079750086,5.365446160716665,97.56094521276141,grapes,74.8219075251882,Urea
0,58.79950467726887,29.537193186046373,29.951832154173267,56.0045410682338,7.233651239330841,51.347389225720796,lentil,34.12889891156619,Urea
44.64819734949959,38.0771837907991,26.53195713513609,24.135282420628826,80.02891467788581,6.324882542117093,56.486828684776015,mungbean,36.93028112736913,Urea
7.708390825414508,31.647763444285264,43.59667934343646,23.50219874425332,92.10499298977152,5.711674000396793,87.62648558673474,pomegranate,40.2583160136635,Urea
13.134426434848116,22.908180638598157,12.841565735533573,21.67892479587147,53.886859837056164,7.228691523892751,41.66966648787435,mothbeans,30.449085619068335,Urea
27.02721813618336,53.779364690571285,24.39881465005778,29.525036209816747,66.74097390959781,7.798822105802016,20,lentil,33.123949785869705,Urea
17.311622594202262,6.1814880599677124,38.09560318510963,19.332772600040254,95.04200876532248,7.029703669628486,106.53057078198708,pomegranate,31.53488487561307,Urea
11.270001212478848,69.95884162534571,17.057556522507102,28.7714897697718,69.0508634561004,7.041067276468255,33.74864802856564,lentil,35.59843526587413,Urea
85.4940655771245,56.96694477547495,38.765594351839184,24.411713178344225,79.7614579234725,7.207440451097866,190.98520010221742,jute,75.32221638467885,MOP
34.594121981402886,63.28491870116202,19.955586617484663,22.260416169838926,24.031201975954176,5.332079675572246,24.322067072571983,kidneybeans,42.56293822672083,Urea
12.762288698407254,10.890620454153428,17.686665193588944,11.765294995249189,96.48645718565058,7.223849344783483,119.07980780708971,orange,39.70639833910838,Urea
22.590678921039007,41.159303819376376,12.697127270362573,30.059847001070043,83.24119726236819,5.822606980931066,66.1043270919793,mungbean,41.60913589460577,Urea
43.68138546297134,67.90747939808377,13.56974545888472,31.5772124347561,64.17939800390222,7.1393568018340074,68.32205243433519,blackgram,47.955995617698974,Urea
108.5478114491081,0,56.23291608036445,24.775994034678686,88.06845236695344,6.182522238346492,21.228884313626654,muskmelon,43.08612256245078,SSP
40.27016621788003,50.509385815097716,46.630157593291244,22.244685529301453,92.55739611742908,6.747307155355165,156.89465826641563,papaya,66.57357667681147,Urea
12.977066032711107,75.69346000451165,16.904805807703873,24.47261146817927,57.530936768047326,6.02752916842876,45.076735608757204,lentil,25.55691647513236,Urea
21.918036238236805,56.267486446150265,7.433712636920243,35.41413353359961,65.12722283328388,7.17443232923021,56.262098754879275,blackgram,39.88416942678116,Urea
86.21986349448308,80.16558198253216,48.6897404760654,30.604472073044537,70.14537067049756,6.381720855417988,73.52743824743425,banana,61.41769265206529,MOP
101.02755033978991,41.81171350762983,34.211452204748355,29.70919602900425,65.3640673114636,6.881919527482498,170.6625954315331,coffee,65.90488031455482,Rock Phosphate
64.08244716005683,44.42938546395669,43.381485614475416,21.34855711283751,90.78630139361985,6.348228827092357,254.79463889696237,rice,70.16657343960424,DAP
6.7608941004733225,29.06990898337029,28.554037743531666,28.822331422649384,91.74794218371292,6.926464365530692,37.425850400130166,mungbean,33.723291000080145,Urea
114.6328008598252,40.14224975210245,26.70580955795353,26.69482390647967,89.83913819469655,6.604993920008989,83.09286901969587,cotton,67.8704319127601,MOP
27.238346981065853,51.65236025854968,26.973842482828644,28.35151852318069,84.80601933382343,6.711897069652962,86.16731027792666,mungbean,41.69791600020129,Urea
100.53522497814255,65.51570043097693,52.60809170271146,24.850720404025555,73.51083584140014,5.847022697509362,109.84681437355924,banana,71.73517540503981,Lime
38.96453352023177,61.749854299993444,50.202441134429876,42.30977900438892,88.10692159637507,6.51457080282528,258.43440412218257,papaya,67.93442822304249,Urea
19.035243758250573,14.399532007364286,21.61659369624915,30.248357648185056,88.87370444931152,5.779982913247902,84.90869654751789,orange,30.25581284948121,Urea
2.717329544065976,8.88107815817868,52.38581255322248,26.282599643017814,91.13676357386528,6.561142278537938,109.50049934487186,pomegranate,39.55283309439969,Urea
121.04879332823067,11.690923710646116,39.95853887561473,27.217652875088568,83.73268694124262,6.005207260566297,80.53867338411871,watermelon,51.07545886965461,SSP
1.3362761975061928,128.37648227386907,140,20.412727627472886,95.70221140626526,5.505963192367874,81.3643299254297,apple,78.82548347621388,Urea
47.19368853870348,73.97826463764794,11.031946526680036,34.01270138363025,63.423014471543674,7.394786304236884,84.7595850619232,blackgram,39.568456858415495,Urea
22.831350467702922,11.313579507595405,16.11312733590917,11.774794400406458,97.29680718001156,7.926767048942443,114.92100014044894,orange,37.061001295867875,Urea
77.5965001315979,19.429780217847757,59.35693032498733,21.823548373710583,82.59681843195276,6.85295005601186,39.14939363173973,watermelon,50.0868804937138,SSP
34.70110473569377,26.01815003118174,41.35363116032213,28.56596315043089,100,6.539698469071769,186.4991087181182,coconut,55.9531210727157,Urea
96.89553612825432,10.28921039178382,46.095986132381356,27.33928123634182,80.01012852946039,5.988624621625755,70.23869770907336,watermelon,54.65424473784911,SSP
22.829722306051135,64.39833761353852,14.856207553913045,28.998865204809956,49.47899466819405,5.499838380327468,103.44015000532075,pigeonpeas,41.34432483109695,Urea
6.484850129657028,21.861385386449236,34.804229416935996,33.20815835820126,42.323594812968835,6.939543415720513,96.2150974764771,mango,30.25951769287097,Urea
21.02515380366982,39.13407629034685,21.46933819803958,25.391886611819125,92.58383005682433,5.997356262228273,152.12498832031997,coconut,57.55332611888411,Urea
43.21889503090586,135.1539399285347,140,28.294632529842243,82.59624233438255,5.948183457016832,23.720753819307895,grapes,82.40704417321552,Urea
4.9906740279304085,121.82500357356187,140,23.052246732589225,97.03364938461675,5.461788465366299,167.0574575691972,apple,79.32124781334652,Urea
114.92575741261481,87.10270259694319,48.71965273581237,28.763723545440545,80.2952062366121,6.424999661812209,146.81931913584174,banana,66.47287778212149,MOP
41.412301907109565,60.200070096960424,16.881060811339104,31.747138059443557,57.58440859373382,7.708385152411617,79.19537164684702,lentil,35.36311164553059,Urea
86.72840883869713,38.45943685869218,18.171656565082127,28.704347868418747,63.216265151350754,6.732667289311134,78.60278095811745,maize,41.719730502236885,MOP
39.42960049615048,23.54433186505015,7.228913683509484,14.187705642735304,84.76031592793458,6.189710321079474,118.11304478167834,orange,34.413285701557314,Urea
87.15882190728857,40.74977431661321,26.326705223731437,23.72666267860494,98.60796268152886,6.944871667338673,206.48931141973975,jute,76.7351711838685,MOP
0,8.094272718344257,30.063755994427964,25.05010977571152,87.95420360630375,6.636749925769405,200.4279438197439,coconut,58.07797652273577,Urea
28.510101614097934,70.77004421905329,18.93107004946396,20.47646008077485,60.54498172353586,5.803595597172267,69.96320061087292,lentil,34.952886520186226,Urea
50.93409524483638,57.61652364216835,47.18891783304681,24.729956799655916,92.22824496426475,6.842289238567683,224.32230219758432,papaya,72.38369760977139,MOP
28.206028270811697,54.925528396188746,16.5321692665768,32.9464956585469,52.9997381999688,3.7326022908740835,35.94150905059271,mothbeans,26.26284861499299,Urea
0,68.65086934093985,7.136328724978876,16.754205691569524,33.13409498906298,6.366048143874252,140.2940735759631,pigeonpeas,42.0925733653192,Urea
34.932304294272576,4.02955528345886,15.605038885642118,16.35659817980417,86.51444154140832,6.9327399777157215,113.89472326917549,orange,33.84997362108186,Urea
126.62848869393399,47.95567033173622,24.37932163136357,24.1202344332489,74.32846988973023,7.441612668882009,37.478965518353675,cotton,58.111260765815054,MOP
39.14033233828632,63.39147120169861,27.944811324475445,28.182086572705103,73.04191554302237,7.758828643159465,114.29721597798911,blackgram,43.05644454719631,Urea
77.54834770193925,31.4168000750021,33.11885206977314,26.022696201641583,88.82378847996343,6.972110886272845,163.57110712398475,jute,65.4084276195809,MOP
103.50860515976424,12.616725749811042,28.887935881652893,25.99630048969649,54.59320336828602,6.223282036920051,123.89050868006227,coffee,51.210572270540005,SSP
113.80798147079416,6.3479344492339,53.20304088423865,28.39617321760133,91.07680171687954,6.06187668188337,36.07682004859714,watermelon,48.957223567603855,SSP
94.42313953756496,72.18253869327758,47.81319848189378,31.786429909660065,84.45679466360974,4.94770620833029,84.31334288282142,banana,70.11127267485409,Lime
26.611026849869944,117.40224174414035,140,19.36038907721921,94.47287996355556,6.349270829359005,114.65303488173657,apple,84.20473897737406,Urea
65.29038532537304,85.44120098730114,26.838933089474498,23.035164717794437,67.43392803719769,7.412519542521021,37.95162433641666,blackgram,41.35027498040553,MOP
27.586612761978387,140,140,29.26791520870085,95.49679746914644,5.828995950407367,104.79179166035769,apple,83.66617169453866,Urea
30.05332960199069,57.55132426321519,20.897480765584742,33.29313556868557,23.4205237967321,4.381214770892912,145.54615548440194,pigeonpeas,46.93716053769784,Urea
109.2591148123273,14.115911641851564,52.55404663552149,28.635612240752224,85.1395904389228,5.680219109375638,50.44199808766868,muskmelon,49.05336018078283,SSP
11.530243253842364,22.403926649937,43.834567405664146,18.156854006349302,98.15779134254126,5.311471872207789,106.85792836594018,pomegranate,34.91456816718092,Urea
52.04174331276247,59.146397996242335,16.47866048134018,24.40830075774182,66.40251008851793,7.8423191284189855,20,blackgram,42.831741251100794,Urea
25.003047439496047,25.6414542106163,41.403229619965906,21.64136429922672,87.82145074397339,6.376238742044871,89.58239978888216,pomegranate,38.97219997270139,Urea
93.27105971502581,27.281472729535068,32.60046364549796,23.04251602480926,79.42082536355437,6.824552931957394,175.03718092978986,rice,64.62149155468116,DAP
3.3844717626480225,71.33461378490543,17.804817131213767,24.374513940043006,23.738535839743168,5.269810676590011,40.916240328633485,kidneybeans,24.87090537568979,Urea
22.760910954259707,82.60674130706293,12.647515292556372,20.30546668817747,31.5588713347464,7.12541984721217,85.87550723857697,pigeonpeas,39.34578876342668,Urea
103.12852268990449,7.362230405032554,57.10410244294286,23.074037228176167,78.8888604289338,6.536615784016834,29.21220486052942,watermelon,52.58049697627541,SSP
104.81924158189975,50.11778697204699,28.310748754617862,24.275067764239477,81.15768129601148,5.855110487095089,52.809709128823144,cotton,47.001569678337326,MOP
108.31985139663382,53.31303412592942,12.960932929697567,23.7224990295339,86.91111565601365,7.717617820884247,106.08419980625561,cotton,54.214252018829654,MOP
117.27456711354431,75.9208284993244,49.051210018800916,24.527628611800903,85.4900351185245,6.458657468029389,108.8842635373008,banana,66.11736134531911,MOP
4.010482732899643,73.15325874410752,16.50917970711552,37.40153745855852,58.290041229106976,4.524077423438738,70.58597280885914,pigeonpeas,42.949431134378976,Urea
60.01889131557152,77.66432108654668,15.449957469679472,24.45370264368993,56.47580049566663,7.450026407314953,58.27618411767952,blackgram,44.04733457554111,MOP
77.12260034018185,66.30069822476935,52.08212980343006,25.145180297331652,86.4989910574239,6.044824978632471,98.08500912120728,banana,61.81069605151676,MOP
85.7775188689503,79.22750870799189,54.349363682179074,28.282583318693028,75.59493516530482,5.943509744046869,107.4549407809446,banana,67.51722615886874,Lime
38.110744579104605,64.81998430675225,27.483879164279372,23.747703820565253,21.63569115219631,5.369778430873236,126.91488707996909,kidneybeans,35.90661250971119,Urea
61.95849481844061,64.05601698584478,53.82457791583925,28.176565859589747,93.09547039377816,6.429614998430404,56.48483048095192,papaya,56.999950313290434,MOP
45.56767672477536,77.72654857744573,10.485843695940385,30.469222713969746,63.19238199739546,7.268546228078762,71.72763151425266,blackgram,49.99985342386371,MOP
39.16444760190266,79.39637172569981,83.873568511003,19.898724724696013,20,7.720787035837254,21.285613639907723,chickpea,53.08775514097216,Urea
13.217987783766285,140,140,24.908879119325796,94.38127325872475,5.5445434423525874,109.25494282426084,apple,87.7901788667754,Urea
31.591246240585978,140,140,18.668128929201316,93.26916408093291,5.7572346761246305,115.3441060014222,apple,81.72982798743371,Urea
86.51458742549381,23.96190073542575,53.268231822959784,26.709617572864342,86.6306801425815,6.315553530216807,30.06111411160863,watermelon,48.065038513332325,SSP
39.25588000173731,39.8588543723863,20.129237934639704,28.150716668341794,76.4276364954703,6.786266193315021,68.6823204813848,mungbean,36.57612572865544,Urea
110.96148285556386,56.6099123458181,12.305465407236486,24.367960554267974,81.80295173513629,6.731314787702204,126.97376426072441,cotton,59.465599004350295,MOP
3.927663629039829,56.85559435269677,18.896198934345854,20.324056798977455,20,6.080156918572987,109.79836287123494,kidneybeans,29.55292268187091,Urea
37.77986916677573,67.83266524670259,82.51431544697795,16.905447967432785,21.51380949278326,5.633176886719416,56.5535525915088,chickpea,51.487723964719365,Urea
29.942027153033575,61.482590769539726,12.660430667582553,26.872658608385045,61.1521445818276,8.061641014810354,110.93311230931192,mothbeans,43.628909323076016,Urea
20.564950993624933,126.03349448350738,140,26.04844617020992,80.43038309191394,6.324760455985967,88.05357336527865,grapes,71.91959877067056,Urea
60.35083348341022,42.5322674880869,46.75209228626391,23.41850838166305,91.29591076361594,6.576568644263146,226.5175906630347,jute,61.36291106825417,MOP
93.24619634607113,23.749825033419675,52.173153458683046,26.30222329126061,90.88323285055752,6.98417609614176,26.77271929902711,muskmelon,45.2224204510374,SSP
7.863040924531944,66.10634351561524,15.018271144408537,27.80543669785406,35.01644819959248,5.273939450246207,173.61490303473428,pigeonpeas,49.81351236616324,Urea
18.66754407287902,0,10.960499304628048,11.849025754530375,95.57342512929932,7.003378557568185,133.84391702471945,orange,34.2107692678954,Urea
72.6402618757928,58.32976652429665,18.483597526296247,15.826025942265439,62.45211682931317,7.028236066092628,61.35098362190547,maize,48.115142732334846,MOP
121.71065121960339,39.46379819008776,26.96592000105944,24.44039258994787,79.3006988249875,6.662154087629127,62.84246441703176,cotton,57.88919253303968,MOP
82.75231548765692,16.31655992853765,51.67767533764624,24.21642317325907,80.06374387345714,7.017821036273607,63.19813392915391,watermelon,53.12334277607497,SSP
36.52856077617952,64.32486677185543,22.39514797899657,21.707292581490492,20,5.2186924811080075,73.12506187277333,kidneybeans,30.769189765287614,Urea
15.910298087125764,30.039154102115347,41.92673770707236,21.791674028498726,85.3697465090209,6.332997276795169,111.8270377963909,pomegranate,36.854806584424885,Urea
36.6849737406705,58.113363582448144,22.440633659168213,26.13223899863921,62.128036688246084,7.849365054312785,51.06056903633365,blackgram,35.337082289707624,Urea
90.79564747775412,58.63297777565272,47.36962420418162,28.95440640232953,82.7305160814623,6.337754556463659,270.50375549313696,rice,85.05212689693182,DAP
29.768001506578294,136.27161777767702,140,31.140641601907138,81.52546870788738,6.033135273629388,88.82005752427989,grapes,80.19044456955022,Urea
41.11077962231205,66.36670325233837,16.688992313607535,26.063270589378188,68.88688849936823,7.332246184007118,67.51917081443531,blackgram,40.96412397288546,Urea
67.50395391802141,55.39110479788187,28.07624686685569,21.691518421258472,56.12515766856113,5.182876366528981,60.82859796569159,maize,43.929121047087975,MOP
38.82089115997735,60.13955565719889,46.93569535292393,22.233359328493158,90.55826329048243,6.654073592193146,124.90039765337382,papaya,48.59119888243849,MOP
20.448738837679976,139.50181474710928,140,13.91561228084096,78.92847667487511,6.418503374429304,55.021270559079795,grapes,77.22314028973601,Urea
91.37580046740551,60.380419384159865,36.664089075810466,21.64800119988458,82.44292917517063,5.997793280326995,182.94525291014435,jute,62.10424055679063,MOP
7.167593143726447,64.19191620512558,33.43655930147459,19.765653162613976,20,5.565681060984068,63.417122253087626,kidneybeans,26.977621922189602,Urea
11.356823120434482,136.39325739485156,140,40.62217322060888,81.43176321150013,5.320825604334787,57.15465160938684,grapes,74.64050807964708,Urea
11.893851055620818,2.3595261875618694,11.188431464327184,22.867779650336534,88.12453335652901,6.168154787545046,72.07537135577066,orange,28.952615195329056,Urea
94.99644016398481,57.29133060545861,39.49593924331166,25.906458293212527,85.04174635220052,6.262212550581583,164.167936975519,jute,62.69194389654377,MOP
0,120.67470055825156,140,24.570848419639486,92.77517883565945,6.018610095334799,141.91955152036124,apple,87.63468528743988,Urea
103.01853576714896,48.55859278368991,32.404224208611105,25.335104102619102,81.31081664191336,7.133873345397382,204.79850732616003,rice,69.72115770106362,DAP
54.577929849184066,77.65929974036125,26.083920725089925,25.63228342001083,60.34873719028497,8.253062371524107,49.73279028890881,blackgram,45.52764990073903,MOP
34.88233101662833,140,140,24.497376359404612,92.39916946783353,6.104614599346555,133.91052640829474,apple,89.75611302746903,Urea
104.9819408140345,8.05823990721752,48.71455849478951,28.506762119955027,90.2898085662577,6.503586240216418,20,muskmelon,51.773617510496315,SSP
27.337080988359855,51.96157059720711,18.72337773378924,22.01740628289386,34.71759712011847,6.190584342305577,138.05263246768715,kidneybeans,46.69804370267418,Urea
3.8154333235172024,46.152036728683576,20.063532257657815,27.80306291281569,78.21522783434847,6.105905606287685,57.78581607395774,mungbean,25.38742277490709,Urea
17.62050849408253,19.59366452648758,37.148184587843566,28.234030484588704,94.69583262274918,6.031715088414075,179.14650957232018,coconut,49.651190357354366,Urea
28.58595941396098,53.42307546219362,20.70563578991549,26.589632280873932,82.11835132140774,6.111811977513709,56.179362450832926,mungbean,35.49904491449554,Urea
6.855431349555082,55.572033487721654,27.485257099722602,23.650819785409563,65.5859525912976,7.099338974840228,20,lentil,33.03273780883263,Urea
14.735639570027786,14.756159587908302,5.49418517230988,31.940908979841456,89.3377184113878,6.499058275659549,120.56340102879652,orange,30.464896890740775,Urea
17.658142442954908,72.15684436511869,76.16777111024075,19.908202420263514,20,6.482670895896666,54.263249933828675,chickpea,45.31736247841819,Urea
32.758057805699686,62.55961309080459,22.7895018470592,17.330883450585972,20,5.597007401892985,94.2615716922745,kidneybeans,29.57465761944229,Urea
9.226736261556786,84.78507430958864,15.893257651219955,29.07853931784771,66.61296404007376,8.385796348399182,20,lentil,40.84611080255496,Urea
16.90999665464239,22.788554633442352,32.74187502826493,17.99288567999729,86.77868065726662,6.307186705648485,98.08170836348101,pomegranate,43.152672728170465,Urea
38.78346428449885,76.82449405828638,15.590174387575018,27.087231836730794,68.86766009256169,7.524309033553405,44.5874510924375,blackgram,43.0194926796477,Urea
19.515274541718863,13.70924674386226,24.402930208476036,28.34475183610661,44.200749889106014,6.08806490124228,105.53231917616993,mango,31.448485089596733,Urea
57.44327860079229,60.349936134494804,49.555159844878816,33.724846304189185,97.66040502611911,6.278931812149688,135.97527064669603,papaya,64.91197132769085,MOP
9.870232229281955,76.08871278078831,23.242295852633166,25.91188905186388,53.22243743326354,7.591054705320159,79.58437516775973,lentil,32.56727809182281,Urea
75.49339751270355,8.667481753971916,47.47688497960097,25.464359386711333,80.66862549833799,6.974438721697333,45.87917291567621,watermelon,45.84835836376541,SSP
25.88777074804182,140,140,10.184144598984236,77.53816583039878,6.175539782631026,74.4000707352022,grapes,75.37582836052063,Urea
14.090596194858646,62.88233344202258,27.822535502662625,26.34092494934049,59.889336957585954,6.913612389927287,28.71407286491975,lentil,32.12586476144468,Urea
13.470011789135192,51.340841405842774,13.866441805703507,33.197190954335966,51.7591387203157,7.734316167023619,169.23128929916103,pigeonpeas,56.22127769423804,Urea
0,26.723628214655207,40.81462150244951,21.8862575614846,88.29970291954348,7.06665463971158,129.58836730648653,pomegranate,39.56993695828407,Urea
101.39790762780017,37.3123665523527,26.76608403993845,26.977857381929315,81.90493836659277,5.857060077590683,38.47071893786733,cotton,59.741758849547836,MOP
85.91886579219909,21.9079526536687,59.546302064843246,31.637382247624828,95.16305792954132,6.912515460585146,34.5087042277849,muskmelon,52.45478434247888,Potassium Nitrate
30.56284306321076,114.39074506721205,140,10,83.13929323941738,6.0835890487796425,55.16826593851056,grapes,81.88235098154371,Urea
20.104634591557932,33.15043413939822,32.35374015914919,32.46676697788119,92.09922324187274,5.662528000598261,168.99636211769499,coconut,41.289156103632294,Urea
4.506539613909423,134.01735916735174,140,17.326316604519857,86.04690932277906,5.765854242312488,93.85227273756217,grapes,69.52120561668389,Urea
11.035156955772937,64.97075907264733,17.00436898845562,30.953301017756925,48.15642098798968,9.373006343478966,47.413932845718236,mothbeans,23.691221987048472,Urea
48.95124868403584,57.687065362124486,25.221616390736074,23.680578724100826,63.881139396455985,6.51446677196643,89.0798458985287,blackgram,38.90716852071729,MOP
30.988018297891806,113.85129637171563,140,24.981449780974852,84.09240891155923,5.259199953334614,113.80115128893334,apple,87.04467816737834,Urea
7.808285323807855,22.338041826336845,42.31722007580363,22.1812680419957,86.5059071660239,6.845821691489945,96.38771539113318,pomegranate,39.86030766579126,Urea
17.63900403743599,54.30644955661114,17.289114154056342,22.850445923150307,59.192445770492974,5.1024981238736125,39.40175456938796,mothbeans,35.15320540476772,Urea
12.451227430636642,37.77800073955731,26.3142324443662,24.330825289057334,57.17432652971437,7.412568870848985,24.494045850750457,mothbeans,20,Urea
103.50955498794133,6.268642306430041,56.301359029463526,23.280703861553295,80.34252667532795,6.575516119551665,25.385863222424167,watermelon,49.9032245551616,SSP
36.41544823220222,67.75381004324984,52.907852002440265,41.89227225660807,86.85633642627492,6.009974832005792,238.1058143142707,papaya,74.07877109868424,Urea
111.47042826870285,16.215032817982305,57.2819752212243,30.148634485118418,96.70254409526085,5.8175609173396845,81.2879709631564,muskmelon,41.28364083927936,SSP
21.801963017020746,0,40.927413643391816,20.442764643530722,91.37216004953814,5.449876389548908,117.1979414672542,pomegranate,38.39502005816986,Urea
37.16534491242176,62.47713455878855,59.370497412694476,21.669714232170886,90.94076206772145,6.434690205870987,220.74372175926453,papaya,61.54408575276123,Urea
68.3261935301724,33.25184100894472,37.36384805535964,26.991034284339804,71.26224390140952,6.934494916432447,185.15435820038925,jute,67.58694083327998,MOP
111.9298858510382,12.341535537589525,53.9378719585183,27.229006670041315,91.29908420739605,6.971096322825594,64.6252839030833,watermelon,53.042938159439046,SSP
40.987185320202414,71.68236873968168,30.88782367081935,27.589974671733604,50.51692330073456,5.347273354224989,83.34517188952782,pigeonpeas,49.64877438320117,Urea
60.91073304886138,60.61437101849458,84.08098127611144,18.71986436969265,23.65330592758812,6.079894656537155,48.88252800762979,chickpea,46.886369569605804,Rhizobium
6.489734902428589,31.47325815810188,35.9033575880066,31.134224006212794,36.38635484179359,5.487282685585271,107.5721241453982,mango,35.225611189341784,Urea
3.1219173854521918,46.59057258459979,19.97687373009708,27.24222824452204,46.10656064783627,5.466126112917741,61.60759930634376,mothbeans,40.27703231868303,Urea
34.503011043885664,77.60815454574971,30.263258505757154,17.91058359484751,20,5.5996037203215865,86.84606324158194,kidneybeans,40.69036465313329,Urea
30.939466125476052,68.29558413703451,7.4926320999772,29.338375629556964,58.65522245011269,6.617768847927023,80.09428855985146,blackgram,41.43421954881635,Urea
89.20002635896077,20.614181049544836,60.067753967984245,31.732665560742028,93.9854183956527,6.5209243560580115,20,muskmelon,42.496876924892845,SSP
43.43409101396473,52.398139710884266,55.50497905955059,35.80219710340591,87.14854496959799,7.003472303602201,152.6380168966312,papaya,53.75837559636783,Urea
24.998080101529805,23.896982467618358,31.50483463228732,30.78493947826489,51.93150890575197,6.037128874255552,70.50103673621861,mango,30.861105413779757,Urea
102.53966083730784,22.203830389621395,19.108381813817715,25.846844502824556,57.984064945023036,7.303498658135762,188.28890566839704,coffee,70.17514544853536,SSP
54.84041838506752,64.37163290073406,21.797059177357294,30.738618496703303,66.80557316777801,6.864558155819864,82.93931466041887,blackgram,43.824997216680565,MOP
0,122.84674546345597,140,23.18265053986748,100,5.490993648263667,121.41333556766122,apple,78.60245230429797,Urea
109.52374872217426,93.03016578329003,44.231295781937945,28.075045306190347,81.5489640865228,6.5330063335738595,67.48875480820303,banana,64.73272015387269,MOP
66.72571116739508,59.087459563422726,11.695427992401513,31.063094285475785,50.83195622222772,6.497555877648599,95.97628685217397,blackgram,45.188048050461134,MOP
36.95269606801485,52.70240602131155,19.56971039215853,25.047477380028713,53.05065902933403,7.117199192801525,40.95557808225593,mothbeans,33.380432993700616,Urea
131.7761730643953,38.876976313646736,14.640236725217967,25.855770196458447,69.1983232983647,6.852319313352941,88.88568125321548,cotton,60.25745324594255,MOP
119.38375774994034,20.995171768876396,36.761984837267235,28.5738540816264,54.437739108423756,6.4063772319190715,113.65578816497627,coffee,53.44862074559118,SSP
67.4293810801613,46.283602277868,16.92305830980025,16.49238099502035,59.32825390488106,6.419766769670373,72.24007077428395,maize,46.15165619812041,MOP
40.85498467089578,19.7378135132509,35.28584789329111,26.450735259603746,99.18565938559365,6.041226348626041,142.24748688944536,coconut,47.38344067723724,Urea
4.3533224855672685,129.54161761783672,140,24.195974708637856,92.2780211602839,5.544460804631809,143.09387498292057,apple,76.76933393159564,Urea
19.09482754564388,77.58420803244634,73.545989083465,12.15456167685635,21.835832107943588,7.523421954844534,87.83515575491352,chickpea,44.391168137209135,Urea
26.182053582148413,130.34493667530492,140,22.967208207949515,100,6.023045308950036,110.54706541488571,apple,82.28918252634685,Urea
96.2946488412129,7.844651755855949,62.61476410105666,27.523392855969746,91.75582735347058,6.5835718044000595,20,muskmelon,49.33580773680069,SSP
17.647930810948186,35.01585656269671,40.82202109925377,21.05563974488454,77.86771430807508,6.314612025998962,107.76827504354277,pomegranate,41.75746663318337,Urea
25.45048208942663,60.99843448396605,22.613843391568864,20.002444291170413,58.05175205348334,6.669150578903675,59.50781918139231,lentil,29.58495408911368,Urea
106.21395309520935,32.164359484561736,31.102605977812242,24.104663335007334,47.67202224128871,6.976765300776801,133.00107120228427,coffee,51.49413912393257,Rock Phosphate
53.78500961566496,83.15798620161253,79.30205167975275,20.113295618890643,20,7.324620154151666,36.84298346891794,chickpea,59.781447866510284,Gypsum
117.56797325248466,19.24125962672168,40.07838763245357,20.794469002538236,54.67152127997839,6.461188045382881,120.00902285032643,coffee,66.22572471057492,SSP
65.80301489944243,40.7133630196758,27.639640856071708,22.868979985762532,82.20775489040174,7.090819446355936,233.78144183919042,rice,71.69138830297875,DAP
96.43645192258651,46.703966419031644,33.987675404784355,26.651948953891708,81.63676828624567,6.374068075789326,165.25407531863635,jute,71.45927557103516,MOP
34.75655400086831,50.88616580119029,23.422860140394306,22.029853953413735,63.66558497374833,8.058287511172553,53.61677964908412,lentil,34.06841332648939,Urea
0.8880608093665541,88.13129219506189,19.234308460201994,23.10706250125796,46.01450231864728,7.060282251466108,140.6097601676598,pigeonpeas,48.37571266329192,Urea
15.973673548692739,22.451471366758433,39.82972477569235,15.752575503157185,91.25531778849853,5.407151489736958,97.00474226503141,pomegranate,46.028593242835974,Urea
7.519132036127302,60.73336018403043,20.91176644630745,28.905026180050506,63.624848694148994,5.7895337262266,35.3435168126174,lentil,29.21919074199308,Urea
72.02010587970358,44.49964163517616,44.98846853375057,25.060638377207173,75.74244436062703,7.265747898099421,105.52901983259348,jute,61.705227125694016,MOP
98.48460813491047,51.1752876481448,36.72403785518382,27.144955707899083,83.73896337286149,6.5040779686728145,274.4862082398165,rice,81.54905117398008,DAP
86.05044954719212,61.322686723937316,30.405228585729134,21.918833621617146,66.5321940524062,5.543733632305248,88.57078552355702,maize,53.43916645600503,MOP
27.283537756493725,77.7724573606125,13.424980866657318,18.848992325450837,24.586475125002984,5.43229273684935,90.47638101284667,kidneybeans,39.50614980936885,Urea
40.44396423653883,16.644914482942063,26.544470161639634,37.39346641953183,54.096802241579766,5.014349607165533,120.41006198556126,mango,40.85567796732447,Urea
21.355643016679366,17.336650187828823,39.47230800251192,30.667566237532718,91.64263508034193,6.070503484219476,127.08253212529293,coconut,51.46540660999273,Urea
10.879181914267072,59.31311450621838,23.3210142699254,20.451453084913034,74.30825918826852,7.918284946213719,60.366491701830284,lentil,22.9869031562937,Urea
80.92505883935354,45.476144950310115,44.15871018545427,18.793433825798385,81.63814587158193,7.947499195372436,247.19102083427742,rice,73.95600408037662,Gypsum
19.079871544116074,70.68506931028037,15.506235215314184,29.237253278372204,37.30828473401104,4.891065311506201,174.86845409200384,pigeonpeas,49.91109078944976,Urea
